item_name,singer,song_name,group_name,binary_role,mix_variant,mix_prob,fp_margin
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Hey Jude#Control_Group#0009,EN-Alto-2,Hey Jude,Control_Group,control_negative,non_mix,0.96907,0.56907
English#EN-Alto-2#Mixed_Voice_and_Falsetto#You Belong With Me#Control_Group#0003,EN-Alto-2,You Belong With Me,Control_Group,control_negative,non_mix,0.968965,0.568965
English#EN-Alto-2#Mixed_Voice_and_Falsetto#My Love#Falsetto_Group#0002,EN-Alto-2,My Love,Falsetto_Group,falsetto_group,non_mix,0.968906,0.568906
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Love Me Like You Do#Control_Group#0003,EN-Alto-2,Love Me Like You Do,Control_Group,control_negative,non_mix,0.968688,0.568688
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Call Me Maybe#Control_Group#0001,EN-Alto-2,Call Me Maybe,Control_Group,control_negative,non_mix,0.968672,0.568672
English#EN-Alto-2#Mixed_Voice_and_Falsetto#What Are Words#Falsetto_Group#0006,EN-Alto-2,What Are Words,Falsetto_Group,falsetto_group,non_mix,0.968499,0.568499
English#EN-Alto-2#Pharyngeal#Fly Me to the Moon#Pharyngeal_Group#0004,EN-Alto-2,Fly Me to the Moon,Pharyngeal_Group,other_negative,non_mix,0.968429,0.568429
English#EN-Alto-2#Mixed_Voice_and_Falsetto#City Of Stars#Control_Group#0004,EN-Alto-2,City Of Stars,Control_Group,control_negative,non_mix,0.968364,0.568364
English#EN-Alto-2#Breathy#Safe and Sound#Breathy_Group#0003,EN-Alto-2,Safe and Sound,Breathy_Group,breathy_group,non_mix,0.968328,0.568328
English#EN-Alto-2#Mixed_Voice_and_Falsetto#My Heart Will Go On#Control_Group#0009,EN-Alto-2,My Heart Will Go On,Control_Group,control_negative,non_mix,0.968289,0.568289
English#EN-Alto-2#Mixed_Voice_and_Falsetto#My Heart Will Go On#Falsetto_Group#0000,EN-Alto-2,My Heart Will Go On,Falsetto_Group,falsetto_group,non_mix,0.968102,0.568102
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Hey Jude#Control_Group#0004,EN-Alto-2,Hey Jude,Control_Group,control_negative,non_mix,0.967666,0.567666
English#EN-Alto-2#Mixed_Voice_and_Falsetto#City Of Stars#Control_Group#0013,EN-Alto-2,City Of Stars,Control_Group,control_negative,non_mix,0.967457,0.567457
English#EN-Alto-2#Mixed_Voice_and_Falsetto#My Heart Will Go On#Control_Group#0005,EN-Alto-2,My Heart Will Go On,Control_Group,control_negative,non_mix,0.967374,0.567374
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Lemon Tree#Control_Group#0000,EN-Alto-2,Lemon Tree,Control_Group,control_negative,non_mix,0.967297,0.567297
English#EN-Alto-2#Mixed_Voice_and_Falsetto#YOUTH#Control_Group#0002,EN-Alto-2,YOUTH,Control_Group,control_negative,non_mix,0.966794,0.566794
English#EN-Alto-2#Mixed_Voice_and_Falsetto#The Show#Control_Group#0004,EN-Alto-2,The Show,Control_Group,control_negative,non_mix,0.966673,0.566673
English#EN-Alto-2#Pharyngeal#Easy On Me#Pharyngeal_Group#0005,EN-Alto-2,Easy On Me,Pharyngeal_Group,other_negative,non_mix,0.966137,0.566137
English#EN-Alto-2#Breathy#My Heart Will Go On#Breathy_Group#0000,EN-Alto-2,My Heart Will Go On,Breathy_Group,breathy_group,non_mix,0.96609,0.56609
English#EN-Alto-2#Pharyngeal#My Heart Will Go On#Pharyngeal_Group#0003,EN-Alto-2,My Heart Will Go On,Pharyngeal_Group,other_negative,non_mix,0.966086,0.566086
English#EN-Alto-2#Mixed_Voice_and_Falsetto#My Heart Will Go On#Control_Group#0003,EN-Alto-2,My Heart Will Go On,Control_Group,control_negative,non_mix,0.965986,0.565986
English#EN-Alto-2#Pharyngeal#Someone Like You#Pharyngeal_Group#0008,EN-Alto-2,Someone Like You,Pharyngeal_Group,other_negative,non_mix,0.965941,0.565941
English#EN-Alto-2#Mixed_Voice_and_Falsetto#God is A Girl#Control_Group#0007,EN-Alto-2,God is A Girl,Control_Group,control_negative,non_mix,0.965929,0.565929
English#EN-Alto-2#Mixed_Voice_and_Falsetto#City Of Stars#Control_Group#0005,EN-Alto-2,City Of Stars,Control_Group,control_negative,non_mix,0.965807,0.565807
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Call Me Maybe#Control_Group#0002,EN-Alto-2,Call Me Maybe,Control_Group,control_negative,non_mix,0.965699,0.565699
English#EN-Alto-2#Pharyngeal#Easy On Me#Pharyngeal_Group#0002,EN-Alto-2,Easy On Me,Pharyngeal_Group,other_negative,non_mix,0.965683,0.565683
English#EN-Alto-2#Mixed_Voice_and_Falsetto#You Belong With Me#Control_Group#0001,EN-Alto-2,You Belong With Me,Control_Group,control_negative,non_mix,0.965677,0.565677
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Safe and Sound#Falsetto_Group#0006,EN-Alto-2,Safe and Sound,Falsetto_Group,falsetto_group,non_mix,0.965229,0.565229
English#EN-Alto-2#Breathy#Someone You Loved#Breathy_Group#0004,EN-Alto-2,Someone You Loved,Breathy_Group,breathy_group,non_mix,0.965066,0.565066
English#EN-Alto-2#Pharyngeal#Safe and Sound#Pharyngeal_Group#0001,EN-Alto-2,Safe and Sound,Pharyngeal_Group,other_negative,non_mix,0.965028,0.565028
English#EN-Alto-2#Pharyngeal#Easy On Me#Pharyngeal_Group#0007,EN-Alto-2,Easy On Me,Pharyngeal_Group,other_negative,non_mix,0.964611,0.564611
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Young And Beautiful#Falsetto_Group#0002,EN-Alto-2,Young And Beautiful,Falsetto_Group,falsetto_group,non_mix,0.964374,0.564374
English#EN-Alto-2#Mixed_Voice_and_Falsetto#My Love#Falsetto_Group#0003,EN-Alto-2,My Love,Falsetto_Group,falsetto_group,non_mix,0.964122,0.564122
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Someone Like You#Falsetto_Group#0011,EN-Alto-2,Someone Like You,Falsetto_Group,falsetto_group,non_mix,0.964025,0.564025
English#EN-Alto-2#Mixed_Voice_and_Falsetto#You Belong With Me#Falsetto_Group#0005,EN-Alto-2,You Belong With Me,Falsetto_Group,falsetto_group,non_mix,0.963682,0.563682
English#EN-Alto-2#Pharyngeal#Someone Like You#Pharyngeal_Group#0011,EN-Alto-2,Someone Like You,Pharyngeal_Group,other_negative,non_mix,0.96271,0.56271
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Someone Like You#Control_Group#0005,EN-Alto-2,Someone Like You,Control_Group,control_negative,non_mix,0.962568,0.562568
English#EN-Alto-2#Breathy#My Heart Will Go On#Breathy_Group#0008,EN-Alto-2,My Heart Will Go On,Breathy_Group,breathy_group,non_mix,0.962475,0.562475
English#EN-Alto-2#Mixed_Voice_and_Falsetto#My Love#Control_Group#0006,EN-Alto-2,My Love,Control_Group,control_negative,non_mix,0.962124,0.562124
English#EN-Alto-2#Breathy#Someone You Loved#Breathy_Group#0003,EN-Alto-2,Someone You Loved,Breathy_Group,breathy_group,non_mix,0.962081,0.562081
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Five Hundred Miles#Falsetto_Group#0003,EN-Alto-2,Five Hundred Miles,Falsetto_Group,falsetto_group,non_mix,0.961704,0.561704
English#EN-Alto-2#Breathy#Love Story#Breathy_Group#0003,EN-Alto-2,Love Story,Breathy_Group,breathy_group,non_mix,0.961669,0.561669
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Hello#Control_Group#0005,EN-Alto-2,Hello,Control_Group,control_negative,non_mix,0.961374,0.561374
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Love Story#Control_Group#0002,EN-Alto-2,Love Story,Control_Group,control_negative,non_mix,0.961204,0.561204
English#EN-Alto-2#Breathy#Someone Like You#Breathy_Group#0001,EN-Alto-2,Someone Like You,Breathy_Group,breathy_group,non_mix,0.961203,0.561203
English#EN-Alto-2#Mixed_Voice_and_Falsetto#YOUTH#Falsetto_Group#0002,EN-Alto-2,YOUTH,Falsetto_Group,falsetto_group,non_mix,0.960886,0.560886
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Lemon Tree#Control_Group#0005,EN-Alto-2,Lemon Tree,Control_Group,control_negative,non_mix,0.960555,0.560555
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Hey Jude#Falsetto_Group#0006,EN-Alto-2,Hey Jude,Falsetto_Group,falsetto_group,non_mix,0.960252,0.560252
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Easy On Me#Falsetto_Group#0007,EN-Alto-2,Easy On Me,Falsetto_Group,falsetto_group,non_mix,0.960109,0.560109
English#EN-Alto-2#Breathy#Someone Like You#Breathy_Group#0000,EN-Alto-2,Someone Like You,Breathy_Group,breathy_group,non_mix,0.960086,0.560086
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Let Her Go#Control_Group#0002,EN-Alto-2,Let Her Go,Control_Group,control_negative,non_mix,0.959538,0.559538
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Try#Falsetto_Group#0001,EN-Alto-2,Try,Falsetto_Group,falsetto_group,non_mix,0.959448,0.559448
English#EN-Alto-2#Pharyngeal#A Thousand Years#Pharyngeal_Group#0000,EN-Alto-2,A Thousand Years,Pharyngeal_Group,other_negative,non_mix,0.959224,0.559224
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Hey Jude#Falsetto_Group#0003,EN-Alto-2,Hey Jude,Falsetto_Group,falsetto_group,non_mix,0.95918,0.55918
English#EN-Alto-2#Pharyngeal#My Love#Pharyngeal_Group#0000,EN-Alto-2,My Love,Pharyngeal_Group,other_negative,non_mix,0.958747,0.558747
English#EN-Alto-2#Mixed_Voice_and_Falsetto#City Of Stars#Control_Group#0000,EN-Alto-2,City Of Stars,Control_Group,control_negative,non_mix,0.958593,0.558593
English#EN-Alto-2#Breathy#Love Story#Breathy_Group#0000,EN-Alto-2,Love Story,Breathy_Group,breathy_group,non_mix,0.957762,0.557762
English#EN-Alto-2#Pharyngeal#Dream It Possible#Pharyngeal_Group#0005,EN-Alto-2,Dream It Possible,Pharyngeal_Group,other_negative,non_mix,0.95764,0.55764
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Let Her Go#Falsetto_Group#0000,EN-Alto-2,Let Her Go,Falsetto_Group,falsetto_group,non_mix,0.957368,0.557368
English#EN-Alto-2#Mixed_Voice_and_Falsetto#A Thousand Years#Falsetto_Group#0001,EN-Alto-2,A Thousand Years,Falsetto_Group,falsetto_group,non_mix,0.957114,0.557114
English#EN-Alto-2#Mixed_Voice_and_Falsetto#A Thousand Years#Falsetto_Group#0004,EN-Alto-2,A Thousand Years,Falsetto_Group,falsetto_group,non_mix,0.957099,0.557099
English#EN-Alto-2#Pharyngeal#Easy On Me#Pharyngeal_Group#0003,EN-Alto-2,Easy On Me,Pharyngeal_Group,other_negative,non_mix,0.957073,0.557073
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Cry on My Shoulder#Falsetto_Group#0000,EN-Alto-2,Cry on My Shoulder,Falsetto_Group,falsetto_group,non_mix,0.956697,0.556697
English#EN-Alto-2#Pharyngeal#All of Me#Pharyngeal_Group#0005,EN-Alto-2,All of Me,Pharyngeal_Group,other_negative,non_mix,0.956599,0.556599
English#EN-Alto-2#Pharyngeal#Safe and Sound#Pharyngeal_Group#0003,EN-Alto-2,Safe and Sound,Pharyngeal_Group,other_negative,non_mix,0.956581,0.556581
English#EN-Alto-2#Mixed_Voice_and_Falsetto#My Love#Control_Group#0003,EN-Alto-2,My Love,Control_Group,control_negative,non_mix,0.956548,0.556548
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Seasons of Love#Falsetto_Group#0001,EN-Alto-2,Seasons of Love,Falsetto_Group,falsetto_group,non_mix,0.956187,0.556187
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Safe and Sound#Control_Group#0001,EN-Alto-2,Safe and Sound,Control_Group,control_negative,non_mix,0.956119,0.556119
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Someone You Loved#Control_Group#0005,EN-Alto-2,Someone You Loved,Control_Group,control_negative,non_mix,0.955932,0.555932
English#EN-Alto-2#Mixed_Voice_and_Falsetto#All of Me#Falsetto_Group#0005,EN-Alto-2,All of Me,Falsetto_Group,falsetto_group,non_mix,0.955867,0.555867
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Love Me Like You Do#Control_Group#0004,EN-Alto-2,Love Me Like You Do,Control_Group,control_negative,non_mix,0.955837,0.555837
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Let Her Go#Control_Group#0004,EN-Alto-2,Let Her Go,Control_Group,control_negative,non_mix,0.955456,0.555456
English#EN-Alto-2#Mixed_Voice_and_Falsetto#City Of Stars#Falsetto_Group#0007,EN-Alto-2,City Of Stars,Falsetto_Group,falsetto_group,non_mix,0.955099,0.555099
English#EN-Alto-2#Pharyngeal#A Thousand Years#Pharyngeal_Group#0002,EN-Alto-2,A Thousand Years,Pharyngeal_Group,other_negative,non_mix,0.954813,0.554813
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Let It Go#Control_Group#0000,EN-Alto-2,Let It Go,Control_Group,control_negative,non_mix,0.954781,0.554781
English#EN-Alto-2#Pharyngeal#A Thousand Years#Pharyngeal_Group#0003,EN-Alto-2,A Thousand Years,Pharyngeal_Group,other_negative,non_mix,0.954657,0.554657
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Let Her Go#Falsetto_Group#0002,EN-Alto-2,Let Her Go,Falsetto_Group,falsetto_group,non_mix,0.954534,0.554534
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Easy On Me#Falsetto_Group#0004,EN-Alto-2,Easy On Me,Falsetto_Group,falsetto_group,non_mix,0.954266,0.554266
English#EN-Alto-2#Pharyngeal#Someone Like You#Pharyngeal_Group#0005,EN-Alto-2,Someone Like You,Pharyngeal_Group,other_negative,non_mix,0.953275,0.553275
English#EN-Alto-2#Mixed_Voice_and_Falsetto#A Thousand Years#Control_Group#0004,EN-Alto-2,A Thousand Years,Control_Group,control_negative,non_mix,0.953198,0.553198
English#EN-Alto-2#Mixed_Voice_and_Falsetto#City Of Stars#Falsetto_Group#0006,EN-Alto-2,City Of Stars,Falsetto_Group,falsetto_group,non_mix,0.953021,0.553021
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Cry on My Shoulder#Control_Group#0007,EN-Alto-2,Cry on My Shoulder,Control_Group,control_negative,non_mix,0.952941,0.552941
English#EN-Alto-2#Mixed_Voice_and_Falsetto#A Thousand Years#Control_Group#0008,EN-Alto-2,A Thousand Years,Control_Group,control_negative,non_mix,0.95231,0.55231
English#EN-Alto-2#Pharyngeal#Easy On Me#Pharyngeal_Group#0001,EN-Alto-2,Easy On Me,Pharyngeal_Group,other_negative,non_mix,0.952245,0.552245
English#EN-Alto-2#Breathy#Easy On Me#Breathy_Group#0005,EN-Alto-2,Easy On Me,Breathy_Group,breathy_group,non_mix,0.952105,0.552105
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Yesterday Once More#Control_Group#0001,EN-Alto-2,Yesterday Once More,Control_Group,control_negative,non_mix,0.952099,0.552099
English#EN-Alto-2#Pharyngeal#Yesterday Once More#Pharyngeal_Group#0006,EN-Alto-2,Yesterday Once More,Pharyngeal_Group,other_negative,non_mix,0.952092,0.552092
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Easy On Me#Falsetto_Group#0003,EN-Alto-2,Easy On Me,Falsetto_Group,falsetto_group,non_mix,0.952061,0.552061
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Someone Like You#Control_Group#0006,EN-Alto-2,Someone Like You,Control_Group,control_negative,non_mix,0.952043,0.552043
English#EN-Alto-2#Mixed_Voice_and_Falsetto#God is A Girl#Control_Group#0002,EN-Alto-2,God is A Girl,Control_Group,control_negative,non_mix,0.95181,0.55181
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Hello#Control_Group#0006,EN-Alto-2,Hello,Control_Group,control_negative,non_mix,0.951791,0.551791
English#EN-Alto-2#Pharyngeal#What Are Words#Pharyngeal_Group#0005,EN-Alto-2,What Are Words,Pharyngeal_Group,other_negative,non_mix,0.951682,0.551682
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Five Hundred Miles#Control_Group#0006,EN-Alto-2,Five Hundred Miles,Control_Group,control_negative,non_mix,0.951681,0.551681
English#EN-Alto-2#Pharyngeal#Fly Me to the Moon#Pharyngeal_Group#0002,EN-Alto-2,Fly Me to the Moon,Pharyngeal_Group,other_negative,non_mix,0.951674,0.551674
English#EN-Alto-2#Mixed_Voice_and_Falsetto#City Of Stars#Falsetto_Group#0008,EN-Alto-2,City Of Stars,Falsetto_Group,falsetto_group,non_mix,0.951644,0.551644
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Someone Like You#Mixed_Voice_Group#0008,EN-Alto-2,Someone Like You,Mixed_Voice_Group,other_negative,non_mix,0.951606,0.551606
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Hello#Falsetto_Group#0006,EN-Alto-2,Hello,Falsetto_Group,falsetto_group,non_mix,0.95133,0.55133
English#EN-Alto-2#Pharyngeal#Fly Me to the Moon#Pharyngeal_Group#0003,EN-Alto-2,Fly Me to the Moon,Pharyngeal_Group,other_negative,non_mix,0.951243,0.551243
English#EN-Alto-2#Pharyngeal#My Love#Pharyngeal_Group#0008,EN-Alto-2,My Love,Pharyngeal_Group,other_negative,non_mix,0.950091,0.550091
English#EN-Alto-2#Pharyngeal#Yesterday Once More#Pharyngeal_Group#0002,EN-Alto-2,Yesterday Once More,Pharyngeal_Group,other_negative,non_mix,0.950082,0.550082
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Love Story#Control_Group#0004,EN-Alto-2,Love Story,Control_Group,control_negative,non_mix,0.949312,0.549312
English#EN-Alto-2#Mixed_Voice_and_Falsetto#All of Me#Falsetto_Group#0001,EN-Alto-2,All of Me,Falsetto_Group,falsetto_group,non_mix,0.949284,0.549284
English#EN-Alto-2#Pharyngeal#Love Story#Pharyngeal_Group#0001,EN-Alto-2,Love Story,Pharyngeal_Group,other_negative,non_mix,0.948824,0.548824
English#EN-Alto-2#Mixed_Voice_and_Falsetto#A Thousand Years#Falsetto_Group#0002,EN-Alto-2,A Thousand Years,Falsetto_Group,falsetto_group,non_mix,0.948631,0.548631
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Easy On Me#Control_Group#0005,EN-Alto-2,Easy On Me,Control_Group,control_negative,non_mix,0.948411,0.548411
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Dream It Possible#Control_Group#0005,EN-Alto-2,Dream It Possible,Control_Group,control_negative,non_mix,0.948288,0.548288
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Lemon Tree#Falsetto_Group#0006,EN-Alto-2,Lemon Tree,Falsetto_Group,falsetto_group,non_mix,0.947908,0.547908
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Someone Like You#Control_Group#0001,EN-Alto-2,Someone Like You,Control_Group,control_negative,non_mix,0.947836,0.547836
English#EN-Alto-2#Mixed_Voice_and_Falsetto#City Of Stars#Falsetto_Group#0003,EN-Alto-2,City Of Stars,Falsetto_Group,falsetto_group,non_mix,0.947514,0.547514
English#EN-Alto-2#Breathy#Someone Like You#Breathy_Group#0010,EN-Alto-2,Someone Like You,Breathy_Group,breathy_group,non_mix,0.947512,0.547512
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Someone Like You#Falsetto_Group#0010,EN-Alto-2,Someone Like You,Falsetto_Group,falsetto_group,non_mix,0.947448,0.547448
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Lemon Tree#Control_Group#0004,EN-Alto-2,Lemon Tree,Control_Group,control_negative,non_mix,0.947314,0.547314
English#EN-Alto-2#Pharyngeal#Love Story#Pharyngeal_Group#0005,EN-Alto-2,Love Story,Pharyngeal_Group,other_negative,non_mix,0.947013,0.547013
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Five Hundred Miles#Falsetto_Group#0006,EN-Alto-2,Five Hundred Miles,Falsetto_Group,falsetto_group,non_mix,0.945348,0.545348
English#EN-Alto-2#Mixed_Voice_and_Falsetto#This Is Me#Control_Group#0001,EN-Alto-2,This Is Me,Control_Group,control_negative,non_mix,0.945294,0.545294
English#EN-Alto-2#Mixed_Voice_and_Falsetto#All of Me#Control_Group#0003,EN-Alto-2,All of Me,Control_Group,control_negative,non_mix,0.944698,0.544698
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Dream It Possible#Falsetto_Group#0004,EN-Alto-2,Dream It Possible,Falsetto_Group,falsetto_group,non_mix,0.944277,0.544277
English#EN-Alto-2#Mixed_Voice_and_Falsetto#A Thousand Years#Falsetto_Group#0003,EN-Alto-2,A Thousand Years,Falsetto_Group,falsetto_group,non_mix,0.943904,0.543904
English#EN-Alto-2#Mixed_Voice_and_Falsetto#City Of Stars#Falsetto_Group#0002,EN-Alto-2,City Of Stars,Falsetto_Group,falsetto_group,non_mix,0.941984,0.541984
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Let Her Go#Control_Group#0005,EN-Alto-2,Let Her Go,Control_Group,control_negative,non_mix,0.941914,0.541914
English#EN-Alto-2#Pharyngeal#You Raise Me Up#Pharyngeal_Group#0000,EN-Alto-2,You Raise Me Up,Pharyngeal_Group,other_negative,non_mix,0.941835,0.541835
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Hey Jude#Control_Group#0006,EN-Alto-2,Hey Jude,Control_Group,control_negative,non_mix,0.941686,0.541686
English#EN-Alto-2#Mixed_Voice_and_Falsetto#You Raise Me Up#Control_Group#0007,EN-Alto-2,You Raise Me Up,Control_Group,control_negative,non_mix,0.941151,0.541151
English#EN-Alto-2#Breathy#Love Me Like You Do#Breathy_Group#0008,EN-Alto-2,Love Me Like You Do,Breathy_Group,breathy_group,non_mix,0.941115,0.541115
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Yesterday Once More#Falsetto_Group#0002,EN-Alto-2,Yesterday Once More,Falsetto_Group,falsetto_group,non_mix,0.940899,0.540899
English#EN-Alto-2#Mixed_Voice_and_Falsetto#What Are Words#Control_Group#0005,EN-Alto-2,What Are Words,Control_Group,control_negative,non_mix,0.940463,0.540463
English#EN-Alto-2#Mixed_Voice_and_Falsetto#My Love#Control_Group#0007,EN-Alto-2,My Love,Control_Group,control_negative,non_mix,0.940198,0.540198
English#EN-Alto-2#Breathy#Dream It Possible#Breathy_Group#0002,EN-Alto-2,Dream It Possible,Breathy_Group,breathy_group,non_mix,0.939993,0.539993
English#EN-Alto-2#Breathy#My Heart Will Go On#Breathy_Group#0002,EN-Alto-2,My Heart Will Go On,Breathy_Group,breathy_group,non_mix,0.939192,0.539192
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Cry on My Shoulder#Falsetto_Group#0002,EN-Alto-2,Cry on My Shoulder,Falsetto_Group,falsetto_group,non_mix,0.938712,0.538712
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Someone Like You#Falsetto_Group#0003,EN-Alto-2,Someone Like You,Falsetto_Group,falsetto_group,non_mix,0.938552,0.538552
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Hey Jude#Control_Group#0007,EN-Alto-2,Hey Jude,Control_Group,control_negative,non_mix,0.938156,0.538156
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Hello#Falsetto_Group#0000,EN-Alto-2,Hello,Falsetto_Group,falsetto_group,non_mix,0.937959,0.537959
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Call Me Maybe#Control_Group#0003,EN-Alto-2,Call Me Maybe,Control_Group,control_negative,non_mix,0.937829,0.537829
English#EN-Alto-2#Pharyngeal#My Love#Pharyngeal_Group#0007,EN-Alto-2,My Love,Pharyngeal_Group,other_negative,non_mix,0.93769,0.53769
English#EN-Alto-2#Mixed_Voice_and_Falsetto#You Raise Me Up#Falsetto_Group#0003,EN-Alto-2,You Raise Me Up,Falsetto_Group,falsetto_group,non_mix,0.936502,0.536502
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Hello#Control_Group#0002,EN-Alto-2,Hello,Control_Group,control_negative,non_mix,0.936497,0.536497
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Cry on My Shoulder#Control_Group#0006,EN-Alto-2,Cry on My Shoulder,Control_Group,control_negative,non_mix,0.936336,0.536336
English#EN-Alto-2#Pharyngeal#Safe and Sound#Pharyngeal_Group#0005,EN-Alto-2,Safe and Sound,Pharyngeal_Group,other_negative,non_mix,0.935782,0.535782
English#EN-Alto-2#Mixed_Voice_and_Falsetto#You Belong With Me#Control_Group#0004,EN-Alto-2,You Belong With Me,Control_Group,control_negative,non_mix,0.935773,0.535773
English#EN-Alto-2#Pharyngeal#Someone Like You#Pharyngeal_Group#0004,EN-Alto-2,Someone Like You,Pharyngeal_Group,other_negative,non_mix,0.93571,0.53571
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Hey Jude#Falsetto_Group#0007,EN-Alto-2,Hey Jude,Falsetto_Group,falsetto_group,non_mix,0.935507,0.535507
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Cry on My Shoulder#Control_Group#0001,EN-Alto-2,Cry on My Shoulder,Control_Group,control_negative,non_mix,0.93348,0.53348
English#EN-Alto-2#Mixed_Voice_and_Falsetto#God is A Girl#Control_Group#0004,EN-Alto-2,God is A Girl,Control_Group,control_negative,non_mix,0.932571,0.532571
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Call Me Maybe#Falsetto_Group#0003,EN-Alto-2,Call Me Maybe,Falsetto_Group,falsetto_group,non_mix,0.932444,0.532444
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Someone You Loved#Control_Group#0000,EN-Alto-2,Someone You Loved,Control_Group,control_negative,non_mix,0.931249,0.531249
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Try#Falsetto_Group#0004,EN-Alto-2,Try,Falsetto_Group,falsetto_group,non_mix,0.931233,0.531233
English#EN-Alto-2#Pharyngeal#My Love#Pharyngeal_Group#0003,EN-Alto-2,My Love,Pharyngeal_Group,other_negative,non_mix,0.931166,0.531166
English#EN-Alto-2#Mixed_Voice_and_Falsetto#All of Me#Falsetto_Group#0008,EN-Alto-2,All of Me,Falsetto_Group,falsetto_group,non_mix,0.930977,0.530977
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Love Me Like You Do#Falsetto_Group#0008,EN-Alto-2,Love Me Like You Do,Falsetto_Group,falsetto_group,non_mix,0.930275,0.530275
English#EN-Alto-2#Breathy#My Love#Breathy_Group#0004,EN-Alto-2,My Love,Breathy_Group,breathy_group,non_mix,0.93022,0.53022
English#EN-Alto-2#Breathy#My Heart Will Go On#Breathy_Group#0001,EN-Alto-2,My Heart Will Go On,Breathy_Group,breathy_group,non_mix,0.930075,0.530075
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Try#Control_Group#0005,EN-Alto-2,Try,Control_Group,control_negative,non_mix,0.929724,0.529724
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Someone Like You#Control_Group#0011,EN-Alto-2,Someone Like You,Control_Group,control_negative,non_mix,0.929396,0.529396
English#EN-Alto-2#Mixed_Voice_and_Falsetto#City Of Stars#Falsetto_Group#0009,EN-Alto-2,City Of Stars,Falsetto_Group,falsetto_group,non_mix,0.929264,0.529264
English#EN-Alto-2#Mixed_Voice_and_Falsetto#Yesterday Once More#Control_Group#0002,EN-Alto-2,Yesterday Once More,Control_Group,control_negative,non_mix,0.928924,0.528924
English#EN-Alto-2#Mixed_Voice_and_Falsetto#All of Me#Control_Group#0005,EN-Alto-2,All of Me,Control_Group,control_negative,non_mix,0.928886,0.528886
